ID,Gender,Occupation,CompanySize,HouseHold,Experience,Transportation,Remote,RecommendRemote,RemotePreffered,Productivity,Age,Sector,CompanyAllowChoice,CompanyCommonRemote,CompanySupportRemote,WorkingHoursDiff,PersonalHoursDiff,DomesticHoursDiff,CommuteHoursDiff,BiggestChallenge,BiggestBenefit
928,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Same level,53,Secondary,yes,yes,yes,0,50,50,50,Impossible tasks,Work-life balance
929,Male,Manager,1-19,Couple,Between 1 and 5 years,Regional,Remote,yes,Hybrid,Increased,59,Primary and Other,hard to say,yes,hard to say,25,33.33,0,0,Technical,Job satisfaction
930,Female,Professional,1-19,Couple,More than 5 years,Regional,Hybrid,yes,Hybrid,Dropped,58,Tertiary quaternary,yes,yes,yes,0,0,0,0,Isolation,Less expenses
933,Female,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Onsite,Same level,32,Tertiary quaternary,yes,yes,yes,0,20,0,0,Technical,Professional
934,Male,Professional,200+,Couple,Between 1 and 5 years,Metro,Hybrid,no,Onsite,Dropped,83,Tertiary quaternary,no,no,no,57.14,100,100,100,Collaboration,Professional
935,Female,Professional,20-199,Other,More than 5 years,Metro,Remote,yes,Hybrid,Dropped,29,Tertiary quinary,hard to say,yes,hard to say,50,100,-80,-80,Technical,Professional
936,Female,Manager,200+,Other,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,38,Tertiary quinary,yes,yes,yes,12.5,0,0,0,Technical,Professional
938,Male,Manager,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,34,Tertiary quinary,yes,yes,hard to say,12.5,50,0,0,Technical,Professional
939,Male,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Dropped,37,Tertiary quaternary,yes,yes,yes,-15.790000000000001,100,100,100,Working conditions,Less expenses
940,Male,Professional,1-19,Couple,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,39,Tertiary quaternary,hard to say,hard to say,hard to say,0,66.67,0,0,Technical,Less expenses
941,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,42,Tertiary quaternary,yes,yes,yes,-11.110000000000001,33.33,0,0,Isolation,Work-life balance
942,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Same level,35,Tertiary quaternary,yes,yes,yes,0,50,100,100,Isolation,Work-life balance
943,Male,Professional,200+,Single,Between 1 and 5 years,Metro,Remote,yes,Remote,Same level,52,Tertiary quaternary,no,no,no,0,100,0,0,Company's policy,Work-life balance
945,Female,Other,1-19,Other,Between 6 and 12 months,Metro,Hybrid,no,Hybrid,Same level,32,Tertiary quinary,hard to say,yes,yes,0,0,0,0,Technical,Relationships
946,Male,Professional,1-19,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,50,Tertiary quinary,no,yes,hard to say,16.669999999999998,100,100,100,Impossible tasks,Work-life balance
947,Female,Manager,1-19,Couple+children,More than 5 years,Metro,Almost onsite,no,Almost onsite,Increased,51,Tertiary quinary,no,no,no,0,-50,0,0,Collaboration,Work-life balance
948,Female,Professional,1-19,Other,More than 5 years,Regional,Almost onsite,yes,Hybrid,Increased,32,Tertiary quinary,no,no,no,16.669999999999998,-50,-50,-50,Collaboration,Job satisfaction
949,Male,Clerk,1-19,Couple+children,Between 6 and 12 months,Metro,Hybrid,no,Hybrid,Increased,48,Secondary,no,yes,hard to say,-37.5,100,100,100,Technical,Professional
950,Male,Professional,200+,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,40,Secondary,no,yes,hard to say,14.29,20,100,100,Company's policy,Work-life balance
951,Male,Clerk,200+,Couple+children,Between 6 and 12 months,Metro,Remote,yes,Hybrid,Dropped,35,Tertiary quaternary,yes,yes,yes,0,12.5,100,100,Collaboration,Less expenses
952,Female,Manager,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,33,Tertiary quinary,yes,yes,hard to say,20,-16.669999999999998,50,50,Collaboration,Professional
953,Male,Professional,1-19,Couple,Between 1 and 5 years,Regional,Remote,yes,Remote,Increased,64,Tertiary quaternary,yes,yes,yes,0,0,0,0,Technical,Professional
954,Male,Manager,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,55,Tertiary quinary,yes,yes,yes,-13.33,100,0,0,Technical,Professional
955,Male,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Dropped,48,Tertiary quaternary,yes,yes,hard to say,11.110000000000001,100,100,100,Collaboration,Work-life balance
956,Male,Professional,200+,Other,Between 1 and 5 years,Metro,Almost onsite,hard to say,Hybrid,Same level,29,Tertiary quaternary,no,no,no,-6.25,-66.67,100,100,Working conditions,Less expenses
958,Male,Professional,1-19,Other,Between 1 and 5 years,Regional,Remote,yes,Remote,Same level,29,Tertiary quaternary,no,no,yes,0,0,0,0,Caring,Work-life balance
959,Male,Professional,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,58,Tertiary quinary,yes,yes,yes,0,0,0,0,Collaboration,Less expenses
960,Male,Other,1-19,Couple+children,More than 5 years,Metro,Remote,no,Onsite,Dropped,40,Tertiary quaternary,no,yes,no,20,0,0,0,Self management,Work-life balance
961,Male,Other,200+,Single,More than 5 years,Metro,Almost onsite,no,Onsite,Dropped,53,Secondary,no,no,no,33.33,-50,-50,-50,Technical,Professional
962,Female,Professional,200+,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,49,Tertiary quaternary,yes,yes,yes,0,66.67,0,0,Collaboration,Work-life balance
963,Female,Manager,20-199,Other,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,55,Tertiary quaternary,hard to say,hard to say,yes,12.5,100,100,100,Isolation,Work-life balance
964,Female,Manager,20-199,Other,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,49,Secondary,no,no,no,25,100,100,100,Technical,Work-life balance
966,Male,Other,200+,Couple+children,Between 1 and 5 years,Regional,Remote,yes,Remote,Increased,48,Tertiary quaternary,yes,yes,yes,25,100,0,0,Self management,Mental wellbeing
967,Female,Professional,200+,Single,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,57,Tertiary quinary,yes,yes,yes,11.110000000000001,0,0,0,Technical,Professional
968,Male,Manager,20-199,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,40,Tertiary quaternary,yes,yes,yes,11.110000000000001,0,0,0,Collaboration,Work-life balance
970,Male,Professional,20-199,Couple,Between 1 and 5 years,Regional,Remote,yes,Hybrid,Increased,49,Secondary,yes,yes,yes,0,0,0,0,Isolation,Work-life balance
971,Female,Professional,20-199,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,34,Tertiary quaternary,yes,yes,hard to say,0,100,0,0,Caring,Work-life balance
972,Female,Other,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,42,Tertiary quaternary,hard to say,yes,yes,33.33,0,0,0,Isolation,Mental wellbeing
974,Male,Manager,200+,Other,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,24,Secondary,yes,yes,yes,0,0,0,0,Technical,Less expenses
975,Female,Professional,200+,Couple,Between 1 and 5 years,Metro,Almost onsite,yes,Almost onsite,Same level,59,Tertiary quinary,no,no,no,-75,-50,100,100,Collaboration,Work-life balance
976,Female,Manager,1-19,Couple,More than 5 years,Metro,Hybrid,no,Almost onsite,Same level,53,Tertiary quinary,no,no,no,7.140000000000001,0,0,0,Impossible tasks,Professional
977,Female,Other,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Remote,Dropped,45,Tertiary quinary,hard to say,yes,yes,-50,100,100,100,Working conditions,Work-life balance
978,Female,Professional,200+,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,30,Secondary,yes,yes,hard to say,0,20,0,0,Isolation,Professional
979,Male,Manager,20-199,Single,More than 5 years,Metro,Hybrid,no,Almost onsite,Dropped,53,Tertiary quinary,yes,yes,hard to say,11.110000000000001,100,0,0,Isolation,Professional
980,Male,Manager,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,53,Tertiary quinary,hard to say,hard to say,hard to say,0,0,0,0,Self management,Work-life balance
981,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,33,Primary and Other,yes,yes,yes,14.29,0,0,0,Isolation,Work-life balance
984,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Dropped,53,Secondary,yes,yes,yes,0,50,50,50,Technical,Work-life balance
985,Male,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,58,Tertiary quaternary,yes,yes,yes,12.5,100,100,100,Isolation,Professional
986,Male,Professional,1-19,Couple+children,More than 5 years,Metro,Almost onsite,hard to say,Almost onsite,Same level,48,Tertiary quinary,hard to say,yes,hard to say,0,0,0,0,Collaboration,Work-life balance
987,Male,Professional,1-19,Single,More than 5 years,Metro,Remote,yes,Remote,Same level,60,Tertiary quaternary,yes,yes,yes,0,0,0,0,Isolation,Less expenses
988,Male,Clerk,200+,Other,More than 5 years,Metro,Hybrid,yes,Hybrid,Dropped,35,Tertiary quinary,hard to say,hard to say,hard to say,-28.57,0,100,100,Collaboration,Professional
990,Male,Clerk,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,42,Tertiary quaternary,no,yes,no,0,0,0,0,Technical,Work-life balance
991,Female,Manager,200+,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,25,Tertiary quaternary,yes,yes,yes,12.5,0,-50,-50,Company's policy,Professional
992,Female,Manager,1-19,Couple,More than 5 years,Metro,Remote,yes,Remote,Same level,55,Tertiary quinary,yes,yes,yes,100,0,0,0,Technical,Mental wellbeing
994,Male,Professional,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,63,Tertiary quinary,yes,yes,yes,11.110000000000001,33.33,0,0,Caring,Professional
995,Female,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,43,Tertiary quinary,hard to say,hard to say,hard to say,20,-50,-99,-99,Technical,Work-life balance
996,Female,Clerk,1-19,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,57,Primary and Other,yes,yes,yes,20,50,-50,-50,Technical,Work-life balance
997,Female,Professional,200+,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,43,Tertiary quaternary,yes,yes,yes,0,0,0,0,Company's policy,Professional
998,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,49,Secondary,yes,yes,hard to say,12.5,50,50,50,Technical,Professional
999,Male,Other,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,40,Tertiary quaternary,yes,yes,yes,0,25,0,0,Isolation,Work-life balance
1000,Male,Clerk,200+,Single,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,62,Tertiary quinary,yes,no,yes,0,100,0,0,Technical,Professional
1002,Female,Clerk,1-19,Couple,More than 5 years,Metro,Almost onsite,hard to say,Hybrid,Increased,48,Primary and Other,no,yes,no,-9.09,50,0,0,Impossible tasks,Work-life balance
1004,Male,Clerk,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Same level,60,Primary and Other,yes,yes,yes,0,100,0,0,Technical,Mental wellbeing
1005,Male,Professional,200+,Couple+children,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,51,Secondary,yes,yes,hard to say,5.56,12.5,50,50,Collaboration,Professional
1006,Female,Clerk,200+,Single,More than 5 years,Regional,Almost onsite,hard to say,Almost onsite,Dropped,49,Primary and Other,no,yes,no,-14.29,50,50,50,Motivation,Less expenses
1007,Female,Professional,20-199,Single,Between 6 and 12 months,Regional,Almost onsite,no,Onsite,Increased,25,Tertiary quinary,no,yes,no,-66.67,100,0,0,Technical,Work-life balance
1008,Female,Professional,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Dropped,54,Tertiary quaternary,no,no,no,-16.669999999999998,100,0,0,Technical,Work-life balance
1009,Female,Other,20-199,Couple,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,58,Tertiary quaternary,no,yes,no,0,66.67,0,0,Technical,Professional
1010,Female,Clerk,20-199,Couple+children,Between 1 and 5 years,Metro,Almost onsite,no,Onsite,Dropped,42,Tertiary quinary,no,no,no,-14.29,33.33,0,0,Isolation,Relationships
1011,Female,Manager,20-199,Single,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,50,Tertiary quinary,no,no,no,11.110000000000001,100,100,100,Company's policy,Mental wellbeing
1013,Female,Manager,200+,Other,Between 1 and 5 years,Metro,Almost onsite,yes,Almost onsite,Increased,48,Tertiary quinary,hard to say,yes,yes,0,-25,0,0,Caring,Mental wellbeing
1014,Female,Other,1-19,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,50,Primary and Other,yes,yes,yes,0,50,0,0,Isolation,Work-life balance
1015,Female,Clerk,1-19,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,52,Secondary,no,yes,no,0,75,0,0,Company's policy,Professional
1016,Female,Clerk,1-19,Couple+children,Between 1 and 5 years,Regional,Hybrid,yes,Almost onsite,Same level,44,Tertiary quinary,hard to say,yes,hard to say,0,-25,0,0,Technical,Work-life balance
1017,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,40,Secondary,yes,yes,yes,0,0,0,0,Caring,Professional
1018,Female,Clerk,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,38,Secondary,yes,hard to say,yes,0,33.33,100,100,Impossible tasks,Job satisfaction
1019,Female,Clerk,20-199,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,55,Tertiary quaternary,hard to say,yes,hard to say,-13.750000000000002,50,100,100,Impossible tasks,Job satisfaction
1020,Male,Manager,20-199,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,61,Secondary,yes,yes,yes,28.57,100,33.33,33.33,Isolation,Less expenses
1021,Male,Professional,200+,Single,More than 5 years,Metro,Remote,yes,Hybrid,Dropped,50,Tertiary quaternary,yes,yes,yes,28.57,0,0,0,Collaboration,Professional
1022,Female,Professional,1-19,Single,Between 1 and 5 years,Metro,Remote,yes,Remote,Same level,37,Tertiary quaternary,yes,yes,yes,0,25,-50,-50,Technical,Work-life balance
1023,Female,Professional,20-199,Single,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,31,Tertiary quaternary,hard to say,yes,hard to say,0,8.33,100,100,Company's policy,Less expenses
1024,Male,Professional,20-199,Couple+children,More than 5 years,Metro,Remote,yes,Remote,Increased,47,Tertiary quinary,yes,yes,yes,0,50,50,50,Technical,Job satisfaction
1025,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,41,Tertiary quinary,yes,yes,yes,-17.65,100,33.33,33.33,Caring,Work-life balance
1026,Female,Professional,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Dropped,43,Tertiary quaternary,yes,yes,yes,-33.33,25,25,25,Caring,Less expenses
1027,Male,Manager,200+,Single,More than 5 years,Metro,Remote,yes,Hybrid,Increased,52,Tertiary quinary,yes,yes,yes,25,-33.33,0,0,Isolation,Professional
1028,Female,Clerk,20-199,Single,More than 5 years,Metro,Remote,hard to say,Hybrid,Increased,40,Secondary,yes,yes,yes,6.67,40,0,0,Isolation,Professional
1030,Female,Professional,200+,Couple+children,More than 5 years,Metro,Almost onsite,yes,Hybrid,Increased,52,Tertiary quinary,no,yes,no,20,100,100,100,Impossible tasks,Work-life balance
1031,Female,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,43,Tertiary quinary,yes,yes,yes,-6.67,0,33.33,33.33,Collaboration,Work-life balance
1033,Female,Professional,1-19,Couple+children,Between 6 and 12 months,Metro,Almost onsite,no,Almost onsite,Increased,46,Primary and Other,no,hard to say,no,0,0,0,0,Technical,Work-life balance
1034,Male,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,55,Tertiary quinary,yes,yes,yes,33.33,-50,0,0,Isolation,Work-life balance
1035,Female,Clerk,200+,Couple,More than 5 years,Metro,Hybrid,yes,Almost onsite,Increased,65,Tertiary quinary,yes,yes,yes,0,0,-33.33,-33.33,Isolation,Job satisfaction
1036,Female,Clerk,1-19,Other,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,54,Secondary,yes,yes,hard to say,-25,66.67,66.67,66.67,Caring,Work-life balance
1037,Male,Other,200+,Single,More than 5 years,Metro,Remote,yes,Hybrid,Same level,42,Tertiary quaternary,yes,yes,yes,11.110000000000001,0,0,0,Collaboration,Professional
1038,Male,Manager,200+,Couple+children,Between 6 and 12 months,Metro,Hybrid,no,Hybrid,Dropped,38,Tertiary quaternary,no,hard to say,hard to say,0,0,0,0,Technical,Mental wellbeing
1039,Male,Manager,200+,Couple+children,Between 1 and 5 years,Metro,Almost onsite,yes,Hybrid,Increased,51,Secondary,no,yes,hard to say,-9.09,100,100,100,Collaboration,Less expenses
1041,Female,Manager,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,44,Tertiary quinary,hard to say,hard to say,hard to say,-12.5,100,100,100,Working conditions,Relationships
1042,Female,Clerk,200+,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,56,Tertiary quinary,yes,yes,yes,33.33,66.67,0,0,Technical,Job satisfaction
1043,Female,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Same level,43,Tertiary quaternary,yes,yes,yes,0,0,0,0,Isolation,Job satisfaction
1044,Male,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Same level,53,Tertiary quaternary,yes,yes,yes,0,100,0,0,Isolation,Professional
1045,Male,Manager,20-199,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,45,Tertiary quaternary,yes,yes,yes,0,0,0,0,Isolation,Professional
1046,Female,Other,1-19,Single,More than 5 years,Metro,Remote,yes,Remote,Increased,56,Tertiary quinary,yes,yes,yes,20,20,-50,-50,Motivation,Work-life balance
1048,Male,Other,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,59,Tertiary quaternary,no,yes,no,25,0,0,0,Collaboration,Work-life balance
1049,Male,Clerk,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,36,Secondary,yes,yes,hard to say,0,100,0,0,Working conditions,Professional
1051,Male,Manager,1-19,Couple+children,Between 6 and 12 months,Metro,Hybrid,hard to say,Hybrid,Dropped,52,Tertiary quinary,yes,yes,hard to say,-37.5,-40,-40,-40,Isolation,Mental wellbeing
1052,Female,Professional,200+,Single,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,47,Tertiary quaternary,yes,yes,yes,0,100,0,0,Isolation,Work-life balance
1053,Female,Clerk,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Dropped,56,Tertiary quaternary,yes,yes,yes,0,25,0,0,Technical,Work-life balance
1055,Male,Clerk,200+,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,45,Secondary,yes,yes,yes,5.88,-25,50,50,Motivation,Professional
1056,Male,Manager,200+,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Almost onsite,Increased,57,Tertiary quaternary,yes,yes,yes,0,0,0,0,Collaboration,Professional
1058,Female,Clerk,200+,Couple,More than 5 years,Metro,Hybrid,yes,Almost onsite,Same level,64,Tertiary quinary,yes,yes,no,0,0,33.33,33.33,Isolation,Professional
1059,Female,Manager,20-199,Other,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Dropped,35,Tertiary quaternary,no,yes,no,0,50,50,50,Motivation,Professional
1060,Female,Other,20-199,Other,More than 5 years,Metro,Almost onsite,yes,Hybrid,Same level,58,Tertiary quinary,no,yes,no,0,0,0,0,Technical,Mental wellbeing
1061,Male,Manager,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,56,Secondary,yes,yes,yes,0,0,0,0,Collaboration,Professional
